year,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
2022,Kwande,Benue,6.967910152,566,97
2022,Kware,Sokoto,2.932202033,633,71
2022,Kwaya Kusar,Borno,1.881248668,499,65
2022,Lafia,Nasarawa,6.757746482,255,183
2022,Lagelu,Oyo,6.454413241,184,155
2022,Lagos Island,Lagos,6.808077017,501,57
2022,Lagos Mainland,Lagos,6.479146957,507,199
2022,Lamurde,Adamawa,2.457062599,392,163
2022,Langtang North,Plateau,5.164864275,546,120
2022,Langtang South,Plateau,5.859950731,516,62
2022,Lapai,Niger,6.670674128,101,126
2022,Lau,Taraba,3.05875246,839,189
2022,Lavun,Niger,4.322910076,247,88
2022,Lere,Kaduna,4.717087726,521,120
2022,Logo,Benue,7.267222864,823,179
2022,Lokoja,Kogi,7.467858478,912,89
2022,Machina,Yobe,2.931709258,524,137
2022,Madagali,Adamawa,1.241567308,109,195
2022,Madobi,Kano,4.619410583,198,175
2022,Mafa,Borno,1.527453068,549,185
2022,Magama,Niger,2.836881857,603,120
2022,Magumeri,Borno,1.664977548,841,100
2022,Mai'adua,Katsina,4.062214875,461,135
2022,Maiduguri,Borno,1.609900415,391,196
2022,Maigatari,Jigawa,3.651605471,952,152
2022,Maiha,Adamawa,1.343353295,196,99
2022,Maiyama,Kebbi,3.055226612,254,116
2022,Makoda,Kano,4.553118324,105,57
2022,Makurdi,Benue,7.994191735,1000,188
2022,Malam Madori,Jigawa,3.313424845,778,171
2022,Malumfashi,Katsina,4.684699719,303,84
2022,Mangu,Plateau,5.17434454,633,143
2022,Mani,Katsina,4.265162717,177,132
2022,Maradun,Zamfara,3.759252546,351,105
2022,Mariga,Niger,3.787552173,878,130
2022,Makarfi,Kaduna,4.531294372,326,179
2022,Marte,Borno,1.622488081,313,125
2022,Maru,Zamfara,4.198053698,590,57
2022,Mashegu,Niger,3.389020068,609,100
2022,Mashi,Katsina,3.994659258,838,90
2022,Matazu,Katsina,4.70426223,733,57
2022,Mayo Belwa,Adamawa,2.796586487,132,89
2022,Mbaitoli,Imo,8.342900957,643,92
2022,Mbo,Akwa Ibom,4.943061113,540,166
2022,Michika,Adamawa,1.261463439,613,67
2022,Miga,Jigawa,3.850949136,370,200
2022,Mikang,Plateau,5.401178684,272,200
2022,Minjibir,Kano,4.763771574,403,91
2022,Misau,Bauchi,3.176209378,852,187
2022,Mkpat Enin,Akwa Ibom,5.706973369,711,177
2022,Moba,Ekiti,6.32550923,748,117
2022,Mobbar,Borno,1.538853709,299,176
2022,Mokwa,Niger,4.542128846,152,183
2022,Monguno,Borno,1.605665949,560,72
2022,Mopa Muro,Kogi,7.116181227,727,153
2022,Moro,Kwara,4.22484315,506,71
2022,Mubi North,Adamawa,1.223056796,430,118
2022,Mubi South,Adamawa,1.375837529,250,152
2022,Musawa,Katsina,4.691245609,121,149
2022,Mushin,Lagos,6.810025215,807,131
2022,Muya,Niger,5.26832163,925,189
2022,Nafada,Gombe,2.508702111,750,83
2022,Nangere,Yobe,2.588280963,994,114
2022,Nasarawa,Kano,4.318138599,700,182
2022,Nasarawa,Nasarawa,7.747992385,616,152
2022,Nasarawa Eggon,Nasarawa,6.82091192,368,163
2022,Ndokwa East,Delta,8.652481088,676,184
2022,Ndokwa West,Delta,8.696638756,230,149
2022,Nembe,Bayelsa,5.699956832,931,103
2022,Ngala,Borno,1.430524586,654,52
2022,Nganzai,Borno,1.5938061,163,75
2022,Ngaski,Kebbi,2.760599795,239,87
2022,Ngor Okpala,Imo,7.670202985,395,71
2022,Nguru,Yobe,2.766538831,538,93
2022,Ningi,Bauchi,4.328614793,788,141
2022,Njaba,Imo,8.529480934,599,69
2022,Njikoka,Anambra,9.109150887,167,146
2022,Nkanu East,Enugu,8.890008883,507,138
2022,Nkanu West,Enugu,9.060652415,769,146
2022,Nkwerre,Imo,8.903880119,897,183
2022,Nnewi North,Anambra,9.364826202,481,134
2022,Nnewi South,Anambra,9.106447983,101,191
2022,Nsit Atai,Akwa Ibom,5.667663574,234,142
2022,Nsit Ibom,Akwa Ibom,5.86078612,987,128
2022,Nsit Ubium,Akwa Ibom,5.48535381,762,109
2022,Nsukka,Enugu,9.27549067,762,155
2022,Numan,Adamawa,2.426205763,202,159
2022,Nwangele,Imo,8.307901382,838,97
2022,Obafemi Owode,Ogun,6.739499627,262,86
2022,Obanliku,Cross River,6.826824872,868,116
2022,Obi,Benue,8.654481046,969,113
2022,Obi,Nasarawa,7.233451468,918,123
2022,Obi Ngwa,Abia,7.089555654,915,168
2022,Obio-Akpor,Rivers,6.624382632,969,174
2022,Obokun,Osun,6.34479022,208,68
2022,Obot Akara,Akwa Ibom,6.855637021,201,157
2022,Obowo,Imo,7.883198023,983,146
2022,Obubra,Cross River,7.668976181,189,196
2022,Obudu,Cross River,7.36408301,330,146
2022,Odeda,Ogun,6.418859034,793,138
2022,Odigbo,Ondo,7.689809777,859,124
2022,Odo-Otin,Osun,5.805963448,528,176
2022,Odogbolu,Ogun,7.125927258,917,154
2022,Odukpani,Cross River,6.246819341,317,199
2022,Offa,Kwara,5.895844301,529,189
2022,Ofu,Kogi,9.182686823,329,73
2022,Ogba/Egbema/Ndoni,Rivers,8.015763683,629,58
2022,Ogbadibo,Benue,9.289116573,186,98
2022,Ogbaru,Anambra,8.93407017,108,150
2022,Ogbia,Bayelsa,6.238088998,359,132
2022,Ogbomosho North,Oyo,5.980133533,568,172
2022,Ogbomosho South,Oyo,5.135701656,715,101
2022,Ogo Oluwa,Oyo,5.685284444,291,180
2022,Ogoja,Cross River,7.79422094,116,66
2022,Ogori/Magongo,Kogi,8.308737755,504,119
2022,Ogu-Bolo,Rivers,5.764627457,704,162
2022,Ogun Waterside,Ogun,7.557954886,337,182
2022,Oguta,Imo,8.554377189,593,167
2022,Ohafia,Abia,7.682115812,609,104
2022,Ohaji/Egbema,Imo,8.030368447,468,85
2022,Ohaozara,Ebonyi,8.537093163,346,153
2022,Ohaukwu,Ebonyi,8.790075832,843,188
2022,Ohimini,Benue,8.94609046,252,63
2022,Oji River,Enugu,9.154763075,481,93
2022,Ojo,Lagos,6.40181756,469,63
2022,Oju,Benue,8.466005981,120,115
2022,Oke Ero,Kwara,6.324899231,636,52
2022,Okehi,Kogi,8.362340314,617,121
2022,Okene,Kogi,8.690196885,412,167
2022,Okigwe,Imo,8.681294441,295,133
2022,Okitipupa,Ondo,7.67552065,226,139
2022,Okobo,Akwa Ibom,5.414083587,925,106
2022,Okpe,Delta,8.103139737,777,56
2022,Okpokwu,Benue,9.032581575,835,197
2022,Okrika,Rivers,6.114307404,471,94
2022,Ola-Oluwa,Osun,6.12805839,420,186
2022,Olamaboro,Kogi,9.231470978,810,92
2022,Olorunda,Osun,5.940035701,207,92
2022,Olorunsogo,Oyo,3.74401051,155,101
2022,Oluyole,Oyo,6.742976451,474,118
2022,Omala,Kogi,8.576957973,223,55
2022,Omuma,Rivers,6.911783814,527,174
2022,Ona-Ara,Oyo,6.703869343,434,86
2022,Ondo East,Ondo,7.332130283,819,156
2022,Ondo West,Ondo,7.460242018,949,76
2022,Onicha,Ebonyi,8.601089037,146,186
2022,Onitsha North,Anambra,9.192303658,870,117
2022,Onitsha South,Anambra,9.306315422,690,106
2022,Onna,Akwa Ibom,5.28434391,121,192
2022,Opobo-Nkoro,Rivers,5.217354616,945,157
2022,Oredo,Edo,7.959381461,790,86
2022,Orelope,Oyo,3.421164807,321,71
2022,Orhionmwon,Edo,8.561762525,259,71
2022,Ori Ire,Oyo,4.80707243,382,119
2022,Oriade,Osun,6.913648912,649,121
2022,Orlu,Imo,8.767709541,992,77
2022,Orolu,Osun,5.839572589,572,130
2022,Oron,Akwa Ibom,5.400357962,882,196
2022,Orsu,Imo,8.673928738,573,176
2022,Oru East,Imo,8.630861998,970,134
2022,Oru West,Imo,8.947720528,175,158
2022,Oruk Anam,Akwa Ibom,6.086084902,966,169
2022,Orumba North,Anambra,9.110494093,672,77
2022,Orumba South,Anambra,9.112765312,392,194
2022,Ose,Ondo,8.120558189,707,176
2022,Oshimili North,Delta,9.121622741,514,190
2022,Oshimili South,Delta,9.307080555,950,67
2022,Oshodi-Isolo,Lagos,6.58705616,157,142
2022,Osisioma,Abia,7.101760228,975,167
2022,Osogbo,Osun,6.112560431,214,67
2022,Otukpo,Benue,8.718165073,287,78
2022,Ovia North-East,Edo,8.104277128,255,151
2022,Ovia South-West,Edo,7.91321727,123,118
2022,Owan East,Edo,8.578736456,523,120
2022,Owan West,Edo,8.353461628,549,199
2022,Owerri Municipal,Imo,7.785279274,326,147
2022,Owerri North,Imo,7.918197572,241,158
2022,Owerri West,Imo,8.047061086,278,155
2022,Owo,Ondo,7.92546573,211,150
2022,Oye,Ekiti,6.862391408,696,176
2022,Oyi,Anambra,9.350747267,130,146
2022,Oyigbo,Rivers,6.316700399,899,184
2022,Oyo East,Oyo,6.070202437,108,138
2022,Oyo West,Oyo,5.442187259,380,127
2022,Oyun,Kwara,5.72848365,422,136
2022,Paikoro,Niger,5.58795221,115,142
2022,Pankshin,Plateau,5.104534607,323,119
2022,Patani,Delta,7.181697232,405,196
2022,Pategi,Kwara,6.008577078,908,107
2022,Port Harcourt,Rivers,6.447400411,826,122
2022,Potiskum,Yobe,2.450095938,894,181
2022,Qua'an Pan,Plateau,6.185755956,672,180
2022,Rabah,Sokoto,3.343375805,602,101
2022,Rafi,Niger,4.575235633,924,181
2022,Rano,Kano,4.497623093,570,139
2022,Remo North,Ogun,6.980745929,795,171
2022,Rijau,Niger,3.178248624,109,77
2022,Rimi,Katsina,4.259372143,171,151
2022,Rimin Gado,Kano,4.930964708,371,73
2022,Ringim,Jigawa,4.427997498,633,183
2022,Riyom,Plateau,5.153520513,502,70
2022,Rogo,Kano,4.580280121,211,58
2022,Roni,Jigawa,4.726556566,125,101
2022,Sabon Gari,Kaduna,4.431383073,606,185
2022,Sabon Birni,Sokoto,2.930670767,754,130
2022,Sabuwa,Katsina,4.663080713,359,62
2022,Safana,Katsina,4.475889328,898,90
2022,Sagbama,Bayelsa,7.279956407,428,132
2022,Sakaba,Kebbi,3.533576292,980,170
2022,Saki East,Oyo,3.651277241,933,197
2022,Saki West,Oyo,3.427118103,163,89
2022,Sandamu,Katsina,4.394250287,591,163
2022,Sanga,Kaduna,5.861881518,950,70
2022,Sapele,Delta,7.916166663,224,160
2022,Sardauna,Taraba,5.023626197,926,113
2022,Shagamu,Ogun,7.025138807,734,177
2022,Shagari,Sokoto,3.265756301,638,70
2022,Shanga,Kebbi,2.939353605,248,195
2022,Shani,Borno,1.813208408,671,146
2022,Shanono,Kano,4.705810642,237,191
2022,Shelleng,Adamawa,1.882415218,354,95
2022,Shendam,Plateau,5.911244971,486,153
2022,Shinkafi,Zamfara,3.55198798,391,177
2022,Shira,Bauchi,3.657831897,783,155
2022,Shiroro,Niger,4.927573363,411,71
2022,Shomgom,Gombe,2.752736645,606,66
2022,Somolu,Lagos,6.790652156,604,156
2022,Silame,Sokoto,2.816318494,818,163
2022,Soba,Kaduna,4.547366443,773,171
2022,Sokoto North,Sokoto,2.727053165,953,120
2022,Sokoto South,Sokoto,2.953549385,514,98
2022,Song,Adamawa,1.523730612,502,112
2022,Southern Ijaw,Bayelsa,5.819711345,617,158
2022,Sule Tankarkar,Jigawa,4.093986114,895,120
2022,Suleja,Niger,6.049496651,963,127
2022,Sumaila,Kano,4.48292663,349,152
2022,Suru,Kebbi,2.939497475,304,65
2022,Surulere,Lagos,6.560127139,996,183
2022,Surulere,Oyo,5.608350487,299,114
2022,Tafa,Niger,6.001481192,930,143
2022,Tafawa Balewa,Bauchi,4.28370786,181,65
2022,Tai,Rivers,6.240580479,772,104
2022,Takai,Kano,4.288901078,486,126
2022,Takum,Taraba,6.497211791,816,126
2022,Talata Mafara,Zamfara,3.974349494,606,131
2022,Tambuwal,Sokoto,3.105144497,353,59
2022,Tangaza,Sokoto,2.505136028,267,93
2022,Tarauni,Kano,4.946362972,544,196
2022,Tarka,Benue,7.720025867,966,69
2022,Tarmuwa,Yobe,1.812866442,989,95
2022,Taura,Jigawa,4.067362092,528,55
2022,Tofa,Kano,4.822980324,989,111
2022,Toro,Bauchi,4.410436298,732,162
2022,Toto,Nasarawa,7.836409153,666,123
2022,Toungo,Adamawa,4.212463211,537,140
2022,Tsafe,Zamfara,4.579487543,140,186
2022,Tsanyawa,Kano,4.813915521,765,135
2022,Tudun Wada,Kano,4.480567777,121,134
2022,Tureta,Sokoto,3.490098938,263,97
2022,Udenu,Enugu,9.275286961,923,59
2022,Udi,Enugu,9.228508292,514,66
2022,Udu,Delta,7.670818901,193,181
2022,Udung Uko,Akwa Ibom,5.314324856,739,57
2022,Ughelli North,Delta,8.193772334,194,166
2022,Ughelli South,Delta,7.651580215,126,195
2022,Ugwunagbo,Abia,6.838579941,648,193
2022,Uhunmwonde,Edo,8.512236647,341,138
2022,Ukanafun,Akwa Ibom,6.210861921,249,185
2022,Ukum,Benue,6.804838093,815,136
2022,Ukwa East,Abia,6.416417646,840,101
2022,Ukwa West,Abia,6.77544198,185,105
2022,Ukwuani,Delta,8.663931529,588,74
2022,Umu Nneochi,Abia,8.748034818,655,93
2022,Umuahia North,Abia,7.962393463,714,196
2022,Umuahia South,Abia,7.759287834,904,69
2022,Ungogo,Kano,4.634754419,715,158
2022,Onuimo,Imo,8.489140034,321,132
2022,Uruan,Akwa Ibom,5.960179069,768,52
2022,Urue Offong/Oruko,Akwa Ibom,4.946603457,556,141
2022,Ushongo,Benue,7.682327822,878,148
2022,Ussa,Taraba,6.436578969,507,54
2022,Uvwie,Delta,8.173411846,587,79
2022,Uyo,Akwa Ibom,6.021974659,714,177
2022,Uzo Uwani,Enugu,9.558677114,514,79
2022,Vandeikya,Benue,7.680315551,484,84
2022,Wamako,Sokoto,2.84743275,696,170
2022,Wamba,Nasarawa,6.195613442,635,169
2022,Warawa,Kano,4.559857527,826,62
2022,Warji,Bauchi,3.828393633,556,174
2022,Warri North,Delta,7.681469558,473,132
2022,Warri South,Delta,7.739564538,514,53
2022,Warri South West,Delta,7.537983787,378,70
2022,Wasagu/Danko,Kebbi,3.636012775,558,157
2022,Wase,Plateau,4.827413764,272,141
2022,Wudil,Kano,4.550356241,657,115
2022,Wukari,Taraba,6.451366216,769,192
2022,Wurno,Sokoto,2.915619807,928,169
2022,Wushishi,Niger,4.590751238,440,55
2022,Yabo,Sokoto,2.87931567,349,112
2022,Yagba East,Kogi,6.787940065,439,165
2022,Yagba West,Kogi,6.323168289,723,173
2022,Yakuur,Cross River,7.599966254,724,83
2022,Yala,Cross River,8.1278033,692,121
2022,Yamaltu/Deba,Gombe,2.200201078,614,60
2022,Yankwashi,Jigawa,4.375153343,886,96
2022,Yauri,Kebbi,2.927352309,1000,188
2022,Yenagoa,Bayelsa,7.135403383,889,102
2022,Yola North,Adamawa,1.960942864,560,85
2022,Yola South,Adamawa,2.079380814,490,88
2022,Yorro,Taraba,3.223462064,154,144
2022,Yunusari,Yobe,1.688844855,834,132
2022,Yusufari,Yobe,2.192633521,396,55
2022,Zaki,Bauchi,3.082650797,675,92
2022,Zango,Katsina,4.117745966,555,172
2022,Zangon Kataf,Kaduna,5.16345051,256,65
2022,Zaria,Kaduna,4.590478494,783,148
2022,Zing,Taraba,2.986188152,273,118
2022,Zurmi,Zamfara,3.911798676,636,189
2022,Zuru,Kebbi,3.458274657,800,169
2023,Aba North,Abia,7.572687626,579,91
2023,Aba South,Abia,6.62874651,162,172
2023,Abadam,Borno,1.117844023,399,141
2023,Abaji,Federal Capital Territory,6.559599963,696,155
2023,Abak,Akwa Ibom,6.297001294,627,187
2023,Abakaliki,Ebonyi,8.077140391,478,81
2023,Abeokuta North,Ogun,6.343827662,279,141
2023,Abeokuta South,Ogun,5.921703339,120,89
2023,Abi,Cross River,7.787433783,980,145
2023,Aboh Mbaise,Imo,8.015386264,247,97
2023,Abua/Odual,Rivers,6.743511895,106,175
2023,Abuja Municipal,Federal Capital Territory,6.502548899,600,193
2023,Adavi,Kogi,8.604493866,623,76
2023,Ado,Benue,8.537467859,235,177
2023,Ado-Odo/Ota,Ogun,6.512213128,856,75
2023,Ado Ekiti,Ekiti,6.993187149,974,51
2023,Afijio,Oyo,5.911572599,373,168
2023,Afikpo North,Ebonyi,7.926108156,169,145
2023,Afikpo South,Ebonyi,8.107360656,779,117
2023,Agaie,Niger,6.143136847,621,167
2023,Agatu,Benue,8.318336964,302,195
2023,Agege,Lagos,6.540326754,539,186
2023,Aguata,Anambra,8.788417339,465,187
2023,Agwara,Niger,2.986609415,576,123
2023,Ahiazu Mbaise,Imo,8.195687652,379,141
2023,Ahoada East,Rivers,7.119259054,487,112
2023,Ahoada West,Rivers,7.132431439,153,188
2023,Ayedaade,Osun,6.839339333,419,122
2023,Ayedire,Osun,6.340984011,102,153
2023,Gbonyin,Ekiti,7.537781852,780,67
2023,Ajaokuta,Kogi,8.927710969,671,50
2023,Ajeromi-Ifelodun,Lagos,6.563193202,921,115
2023,Ajingi,Kano,4.427752217,507,66
2023,Akamkpa,Cross River,6.034107182,837,188
2023,Akinyele,Oyo,6.19403074,949,88
2023,Akko,Gombe,2.860991827,821,71
2023,Akoko Edo,Edo,8.646944729,327,89
2023,Akoko North-East,Ondo,8.0849778,681,185
2023,Akoko North-West,Ondo,7.82785728,954,119
2023,Akoko South-East,Ondo,8.245661139,792,200
2023,Akoko South-West,Ondo,7.910956532,216,88
2023,Akpabuyo,Cross River,4.781576271,997,163
2023,Akuku-Toru,Rivers,5.750588266,185,62
2023,Akure North,Ondo,7.544066334,656,67
2023,Akure South,Ondo,7.332341099,381,62
2023,Akwanga,Nasarawa,6.195591956,142,161
2023,Albasu,Kano,4.473620415,784,144
2023,Aleiro,Kebbi,3.231956434,323,146
2023,Alimosho,Lagos,6.706932068,594,166
2023,Alkaleri,Bauchi,3.576429456,966,196
2023,Amuwo-Odofin,Lagos,6.706334591,367,173
2023,Anambra East,Anambra,9.167822732,374,128
2023,Anambra West,Anambra,9.094659838,462,113
2023,Anaocha,Anambra,8.932602247,721,72
2023,Andoni,Rivers,5.30061717,392,129
2023,Aninri,Enugu,8.591475328,470,157
2023,Aniocha North,Delta,9.019530909,314,116
2023,Aniocha South,Delta,8.881173364,685,120
2023,Anka,Zamfara,3.614589135,200,92
2023,Ankpa,Kogi,8.899637972,758,173
2023,Apa,Benue,8.481945467,481,186
2023,Apapa,Lagos,6.680634975,960,119
2023,Ardo Kola,Taraba,4.034373144,856,173
2023,Arewa,Kebbi,2.781032118,761,107
2023,Argungu,Kebbi,3.170316502,558,164
2023,Arochukwu,Abia,7.546732928,432,91
2023,Asa,Kwara,4.946339141,154,196
2023,Asari-Toru,Rivers,6.418064117,427,104
2023,Askira/Uba,Borno,1.403623336,990,143
2023,Atakumosa East,Osun,6.879708862,828,112
2023,Atakumosa West,Osun,6.528684576,576,197
2023,Atiba,Oyo,4.959650262,218,86
2023,Atigbo,Oyo,4.107585338,814,154
2023,Augie,Kebbi,3.059529305,826,50
2023,Auyo,Jigawa,3.538168294,978,68
2023,Awe,Nasarawa,6.566406656,585,198
2023,Awgu,Enugu,8.875984764,519,149
2023,Awka North,Anambra,9.220133305,954,197
2023,Awka South,Anambra,9.188302612,267,52
2023,Ayamelum,Anambra,9.236043188,992,104
2023,Babura,Jigawa,4.132793721,377,181
2023,Badagry,Lagos,6.334910613,564,142
2023,Bade,Yobe,2.374688394,817,96
2023,Bagudo,Kebbi,2.690845729,360,185
2023,Bagwai,Kano,4.381414354,348,95
2023,Bakassi,Cross River,4.428462505,839,186
2023,Bakori,Katsina,4.683155537,877,125
2023,Bakura,Zamfara,3.449430008,581,180
2023,Balanga,Gombe,2.38918032,865,140
2023,Bali,Taraba,4.848610812,892,66
2023,Bama,Borno,1.289332847,612,61
2023,Barkin Ladi,Plateau,5.281485066,124,81
2023,Baruten,Kwara,2.993566204,203,148
2023,Bassa,Kogi,8.645193766,151,143
2023,Bassa,Plateau,5.05837929,159,117
2023,Batagarawa,Katsina,4.084016943,427,75
2023,Batsari,Katsina,4.005731181,377,102
2023,Bauchi,Bauchi,3.892401701,874,142
2023,Baure,Katsina,4.015839953,303,173
2023,Bayo,Borno,2.034335903,138,61
2023,Bebeji,Kano,4.688054264,620,129
2023,Bekwarra,Cross River,7.505000851,295,95
2023,Bende,Abia,8.037291288,394,51
2023,Biase,Cross River,7.105272448,838,121
2023,Bichi,Kano,4.477256754,579,120
2023,Bida,Niger,5.809764385,276,121
2023,Billiri,Gombe,2.913656602,298,115
2023,Bindawa,Katsina,4.159356621,836,51
2023,Binji,Sokoto,2.872749055,881,66
2023,Biriniwa,Jigawa,3.17713551,231,71
2023,Birnin Kudu,Jigawa,4.213585193,758,87
2023,Birnin Gwari,Kaduna,4.297866702,938,100
2023,Birnin Kebbi,Kebbi,3.07713651,624,176
2023,Birnin Magaji,Zamfara,4.065333366,880,113
2023,Biu,Borno,1.642666147,376,93
2023,Bodinga,Sokoto,3.350041628,896,100
2023,Bogoro,Bauchi,4.766836933,852,58
2023,Boki,Cross River,7.009906677,968,145
2023,Bokkos,Plateau,5.673842847,875,112
2023,Boluwaduro,Osun,6.039672772,688,170
2023,Bomadi,Delta,7.158202012,130,87
2023,Bonny,Rivers,5.473579351,970,187
2023,Borgu,Niger,2.903617928,188,112
2023,Boripe,Osun,6.321148777,994,52
2023,Bosso,Niger,5.16808358,525,143
2023,Brass,Bayelsa,5.246975132,403,64
2023,Buji,Jigawa,3.836913733,865,60
2023,Bukkuyum,Zamfara,3.428523726,107,143
2023,Bungudu,Zamfara,3.917622839,948,158
2023,Bunkure,Kano,4.59182901,781,99
2023,Bunza,Kebbi,2.768782064,825,76
2023,Bursari,Yobe,2.147802262,395,189
2023,Buruku,Benue,7.209920155,973,184
2023,Burutu,Delta,6.725684977,851,151
2023,Bwari,Federal Capital Territory,6.071642104,756,93
2023,Calabar Municipal,Cross River,5.302085495,275,129
2023,Calabar South,Cross River,5.073865255,212,109
2023,Chanchaga,Niger,5.372934341,943,67
2023,Charanchi,Katsina,4.31750334,652,198
2023,Chibok,Borno,1.519264593,973,120
2023,Chikun,Kaduna,4.676485852,991,70
2023,Dala,Kano,4.294563293,198,93
2023,Damaturu,Yobe,1.805894301,841,196
2023,Damban,Bauchi,2.533944542,920,107
2023,Dambatta,Kano,4.264312754,637,106
2023,Damboa,Borno,1.553402004,682,164
2023,Dan Musa,Katsina,4.398852242,471,161
2023,Dandi,Kebbi,2.724561661,366,119
2023,Dandume,Katsina,4.64503373,517,139
2023,Dange Shuni,Sokoto,3.376630326,373,119
2023,Danja,Katsina,4.633014651,285,133
2023,Darazo,Bauchi,2.957297952,307,93
2023,Dass,Bauchi,4.562065353,928,140
2023,Daura,Katsina,3.771635691,164,168
2023,Dawakin Kudu,Kano,4.508329026,188,71
2023,Dawakin Tofa,Kano,4.360497102,431,70
2023,Degema,Rivers,5.852574681,198,95
2023,Dekina,Kogi,8.995113507,656,191
2023,Demsa,Adamawa,2.422139049,231,92
2023,Dikwa,Borno,1.148421942,117,96
2023,Doguwa,Kano,4.759352886,537,117
2023,Doma,Nasarawa,7.594541654,454,157
2023,Donga,Taraba,6.016791481,340,188
2023,Dukku,Gombe,2.881805496,701,145
2023,Dunukofia,Anambra,9.54904747,612,87
2023,Dutse,Jigawa,4.287702589,218,183
2023,Dutsi,Katsina,3.937080125,748,157
2023,Dutsin Ma,Katsina,4.410344395,402,188
2023,Eastern Obolo,Akwa Ibom,5.182967822,771,106
2023,Ebonyi,Ebonyi,8.385944335,644,160
2023,Edati,Niger,5.435509497,459,54
2023,Ede North,Osun,6.199843248,486,81
2023,Ede South,Osun,6.186677742,655,103
2023,Edu,Kwara,5.14444629,880,178
2023,Efon,Ekiti,6.713610172,124,107
2023,Egbado North,Ogun,5.974830434,318,194
2023,Egbado South,Ogun,6.371145435,474,139
2023,Egbeda,Oyo,6.594005744,547,112
2023,Egbedore,Osun,6.01018201,938,66
2023,Egor,Edo,8.344893456,112,109
2023,Ehime Mbano,Imo,8.343903133,243,84
2023,Ejigbo,Osun,5.98524127,745,108
2023,Ekeremor,Bayelsa,6.365207968,508,138
2023,Eket,Akwa Ibom,5.041896343,608,80
2023,Ekiti,Kwara,6.483829467,607,126
2023,Ekiti East,Ekiti,7.506136047,864,169
2023,Ekiti South-West,Ekiti,6.828712026,712,102
2023,Ekiti West,Ekiti,6.785719236,418,103
2023,Ekwusigo,Anambra,8.944003105,871,103
2023,Eleme,Rivers,6.356432557,919,66
2023,Emohua,Rivers,7.003875358,911,159
2023,Emure,Ekiti,7.454200677,669,100
2023,Enugu East,Enugu,8.997261184,607,162
2023,Enugu North,Enugu,9.117741479,330,157
2023,Enugu South,Enugu,9.160535336,194,130
2023,Epe,Lagos,7.15267997,480,176
2023,Esan Central,Edo,8.872528744,127,105
2023,Esan North-East,Edo,8.965934277,110,185
2023,Esan South-East,Edo,9.06396211,786,171
2023,Esan West,Edo,8.780028926,754,124
2023,Ese Odo,Ondo,7.466718491,489,118
2023,Esit Eket,Akwa Ibom,4.768445015,620,178
2023,Essien Udim,Akwa Ibom,6.788534737,162,154
2023,Etche,Rivers,7.165891948,955,104
2023,Ethiope East,Delta,7.911201859,601,159
2023,Ethiope West,Delta,8.034285872,541,100
2023,Eti-Osa,Lagos,7.149169366,447,145
2023,Etim Ekpo,Akwa Ibom,6.485637188,247,191
2023,Etinan,Akwa Ibom,5.811319192,709,85
2023,Etsako Central,Edo,9.19336501,789,176
2023,Etsako East,Edo,9.077341595,507,54
2023,Etsako West,Edo,9.002296579,373,189
2023,Etung,Cross River,6.730275099,659,135
2023,Ewekoro,Ogun,6.63566041,599,111
2023,Ezeagu,Enugu,9.119608927,972,181
2023,Ezinihitte,Imo,8.154747248,220,55
2023,Ezza North,Ebonyi,8.488509545,314,140
2023,Ezza South,Ebonyi,8.293360975,192,191
2023,Fagge,Kano,4.45806551,519,178
2023,Fakai,Kebbi,3.166408062,370,174
2023,Faskari,Katsina,4.51422733,611,167
2023,Fika,Yobe,2.297336355,319,55
2023,Fufure,Adamawa,2.275849626,112,166
2023,Funakaye,Gombe,2.259233943,138,124
2023,Fune,Yobe,2.031990047,937,123
2023,Funtua,Katsina,4.532363048,287,95
2023,Gabasawa,Kano,4.36794939,395,118
2023,Gada,Sokoto,2.595051155,431,162
2023,Gagarawa,Jigawa,3.961101091,460,150
2023,Gamawa,Bauchi,2.726866053,523,153
2023,Ganjuwa,Bauchi,3.720182198,572,55
2023,Ganye,Adamawa,3.638768058,130,168
2023,Garki,Jigawa,4.243155623,688,124
2023,Garko,Kano,4.52003043,134,155
2023,Garum Mallam,Kano,4.624251604,283,95
2023,Gashaka,Taraba,5.093906193,404,164
2023,Gassol,Taraba,4.985162464,153,190
2023,Gaya,Kano,4.512581031,147,133
2023,Gbako,Niger,5.395694108,606,123
2023,Gboko,Benue,7.51926917,889,53
2023,Geidam,Yobe,2.030933292,779,51
2023,Gezawa,Kano,4.524054679,539,158
2023,Giade,Bauchi,3.213054703,345,79
2023,Girei,Adamawa,1.895430598,201,137
2023,Giwa,Kaduna,4.749384746,441,80
2023,Gokana,Rivers,6.06190745,271,80
2023,Gombe,Gombe,2.7499367,489,55
2023,Gombi,Adamawa,1.520078209,830,148
2023,Goronyo,Sokoto,2.881094192,842,160
2023,Gubio,Borno,1.656577416,556,121
2023,Gudu,Sokoto,2.563083571,633,144
2023,Gujba,Yobe,1.702510515,618,186
2023,Gulani,Yobe,1.937201339,729,195
2023,Guma,Benue,7.387906417,987,52
2023,Gumel,Jigawa,4.090248108,105,108
2023,Gummi,Zamfara,3.383054773,677,179
2023,Gurara,Niger,5.733947487,392,61
2023,Guri,Jigawa,2.775358165,691,196
2023,Gusau,Zamfara,4.247597449,188,158
